4673	†1.9.13	
4691	†1.9.14	
4708	†1.9.15	
4741	†1.9.16	
4772	†1.9.17	
4798	†1.9.18	
4815	†1.9.19	
4828	†1.9.20	
4837	†1.9.21	
4850	†1.9.22	
4869	†1.9.23	
4905	†1.9.24	
4921	†1.9.25	
4931	†1.9.26	
4944	†1.9.27	
4961	†1.9.28	
4970	†1.9.29	
4981	†1.10.1	
4998	†1.10.2	
5015	†1.10.3	
5023	†1.10.4	
5031	†1.10.5	
5053	†1.10.6	
5062	†1.10.7	
5080	†1.10.8	
5092	†1.10.9	
5109	†1.10.10	
5126	†1.10.11	
5143	†1.10.12	
5158	†1.10.13	
5172	†1.10.14	
5185	†1.10.15	
5194	†1.10.16	
5203	†1.10.17	
5212	†1.10.18	
5229	†1.10.19	
5253	†1.10.20	
5272	†1.10.21	
5287	†1.10.22	
5300	†1.10.23	
5310	†1.10.24	
5325	†1.10.25	
5349	†1.10.26	
5361	†1.10.27	
5367	†1.10.28	
5371	†1.10.29	
5381	†1.10.30	
5394	†1.10.31	
5413	†1.10.32	
5437	†1.11.1	
5448	†1.11.2	
5464	†1.11.3	
5489	†1.11.4	
5516	†1.11.5	
5531	†1.11.6	
5556	†1.11.7	
5572	†1.11.8	
5590	†1.11.9	
5618	†1.11.10	
5636	†1.11.11	
5654	†1.11.12	
5665	†1.11.13	
5713	†1.11.14	
5723	†1.11.15	
5742	†1.11.16	
5753	†1.11.17	
5772	†1.11.18	
5782	†1.11.19	
5801	†1.11.20	
5812	†1.11.21	
5831	†1.11.22	
5841	†1.11.23	
5859	†1.11.24	
5869	†1.11.25	
5889	†1.11.26	
5904	†1.11.27	
5924	†1.11.28	
5942	†1.11.29	
5967	†1.11.30	
5974	†1.11.31	
6021	†1.11.32	
6036	†1.12.1	
6065	†1.12.2	
6082	†1.12.3	
6101	†1.12.4	
6123	†1.12.5	
6162	†1.12.6	
6187	†1.12.7	
6211	†1.12.8	
6245	†1.12.9	
6254	†1.12.10	
6274	†1.12.11	
6294	†1.12.12	
6313	†1.12.13	
6333	†1.12.14	
6349	†1.12.15	
6367	†1.12.16	
6388	†1.12.17	
6407	†1.12.18	
6425	†1.12.19	
6448	†1.12.20	
6469	†1.13.1	
6490	†1.13.2	
6500	†1.13.3	
6526	†1.13.4	
6543	†1.13.5	
6555	†1.13.6	
6574	†1.13.7	
6604	†1.13.8	
6634	†1.13.9	
6660	†1.13.10	
6698	†1.13.11	
6719	†1.13.12	
6736	†1.13.13	
6749	†1.13.14	
6782	†1.13.15	
6799	†1.13.16	
6822	†1.13.17	
6839	†1.13.18	
6858	†1.14.1	
6878	†1.14.2	
6903	†1.14.3	
6916	†1.14.4	
6926	†1.14.5	
6960	†1.14.6	
6978	†1.14.7	
7002	†1.14.8	
7031	†1.14.9	
7053	†1.14.10	
7078	†1.14.11	
7094	†1.14.12	
7114	†1.14.13	
7144	†1.14.14	
7168	†1.14.15	
7192	†1.14.16	
7214	†1.14.17	
7246	†1.14.18	
7261	†1.14.19	
7280	†1.14.20	
7299	†1.14.21	
7314	†1.14.22	
7336	†1.14.23	
7355	†1.14.24	
7375	†1.15.1	
7400	†1.15.2	
7421	†1.15.3	
7435	†1.15.4	
7455	†1.15.5	
7482	†1.15.6	
7492	†1.15.7	
7512	†1.15.8	
7522	†1.15.9	
7539	†1.15.10	
7558	†1.15.11	
7571	†1.15.12	
7586	†1.15.13	
7613	†1.15.14	
7629	†1.15.15	
7642	†1.15.16	
7657	†1.15.17	
7680	†1.15.18	
7708	†1.15.19	
7716	†1.15.20	
7725	†1.15.21	
7740	†1.16.1	
7756	†1.16.2	
7784	†1.16.3	
7814	†1.16.4	
7832	†1.16.5	
7866	†1.16.6	
7895	†1.16.7	
7915	†1.16.8	
7939	†1.16.9	
7956	†1.16.10	
7973	†1.16.11	
7999	†1.16.12	
8022	†1.16.13	
8046	†1.16.14	
8063	†1.16.15	
8082	†1.16.16	
8095	†1.17.1	
8120	†1.17.2	
8136	†1.17.3	
8148	†1.17.4	
8161	†1.17.5	
8181	†1.17.6	
8196	†1.17.7	
8231	†1.17.8	
8255	†1.17.9	
8278	†1.17.10	
8305	†1.17.11	
8322	†1.17.12	
8353	†1.17.13	
8375	†1.17.14	
8403	†1.17.15	
8425	†1.17.16	
8447	†1.17.17	
8472	†1.17.18	
8483	†1.17.19	
8520	†1.17.20	
8545	†1.17.21	
8565	†1.17.22	
8576	†1.17.23	
8618	†1.17.24	
8631	†1.17.25	
8647	†1.17.26	
8660	†1.17.27	
8678	†1.18.1	
8697	†1.18.2	
8727	†1.18.3	
8741	†1.18.4	
8754	†1.18.5	
8780	†1.18.6	
8800	†1.18.7	
8821	†1.18.8	
8843	†1.18.9	
8860	†1.18.10	
8890	†1.18.11	
8903	†1.18.12	
8921	†1.18.13	
8940	†1.18.14	
8960	†1.18.15	
8973	†1.18.16	
8991	†1.18.17	
9006	†1.18.18	
9024	†1.18.19	
9057	†1.18.20	
9071	†1.18.21	
9089	†1.18.22	
9103	†1.18.23	
9119	†1.18.24	
9141	†1.18.25	
9169	†1.18.26	
9187	†1.18.27	
9203	†1.18.28	
9227	†1.18.29	
9248	†1.18.30	
9269	†1.18.31	
9290	†1.18.32	
9312	†1.18.33	
9327	†1.19.1	
9356	†1.19.2	
9389	†1.19.3	
9412	†1.19.4	
9433	†1.19.5	
9458	†1.19.6	
9472	†1.19.7	
9480	†1.19.8	
9518	†1.19.9	
9548	†1.19.10	
9568	†1.19.11	
9589	†1.19.12	
9618	†1.19.13	
9637	†1.19.14	
9672	†1.19.15	
9703	†1.19.16	
9730	†1.19.17	
9760	†1.19.18	
9767	†1.19.19	
9804	†1.19.20	
9826	†1.19.21	
9847	†1.19.22	
9871	†1.19.23	
9882	†1.19.24	
9897	†1.19.25	
9920	†1.19.26	
9932	†1.19.27	
9944	†1.19.28	
9969	†1.19.29	
10005	†1.19.30	
10040	†1.19.31	
10066	†1.19.32	
10084	†1.19.33	
10115	†1.19.34	
10152	†1.19.35	
10181	†1.19.36	
10191	†1.19.37	
10214	†1.19.38	
10237	†1.20.1	
10258	†1.20.2	
10295	†1.20.3	
10320	†1.20.4	
10333	†1.20.5	
10356	†1.20.6	
10388	†1.20.7	
10416	†1.20.8	
10443	†1.20.9	
10477	†1.20.10	
10486	†1.20.11	
10506	†1.20.12	
10523	†1.20.13	
10558	†1.20.14	
10581	†1.20.15	
10597	†1.20.16	
10624	†1.20.17	
10646	†1.20.18	
10663	†1.21.1	
10677	†1.21.2	
10694	†1.21.3	
10710	†1.21.4	
10723	†1.21.5	
10735	†1.21.6	
10748	†1.21.7	
10765	†1.21.8	
10783	†1.21.9	
10801	†1.21.10	
10826	†1.21.11	
10838	†1.21.12	
10874	†1.21.13	
10890	†1.21.14	
10925	†1.21.15	
10939	†1.21.16	
10967	†1.21.17	
11012	†1.21.18	
11028	†1.21.19	
11051	†1.21.20	
11068	†1.21.21	
11084	†1.21.22	
11117	†1.21.23	
11153	†1.21.24	
11158	†1.21.25	
11174	†1.21.26	
11195	†1.21.27	
11209	†1.21.28	
11216	†1.21.29	
11232	†1.21.30	
11254	†1.21.31	
11268	†1.21.32	
11298	†1.21.33	
11315	†1.21.34	
11325	†1.22.1	
11347	†1.22.2	
11380	†1.22.3	
11417	†1.22.4	
11430	†1.22.5	
11454	†1.22.6	
11482	†1.22.7	
11512	†1.22.8	
11527	†1.22.9	
11559	†1.22.10	
11572	†1.22.11	
11590	†1.22.12	
11622	†1.22.13	
11656	†1.22.14	
11674	†1.22.15	
11684	†1.22.16	
11706	†1.22.17	
11741	†1.22.18	
11758	†1.22.19	
11782	†1.22.20	
11803	†1.22.21	
11816	†1.22.22	
11831	†1.22.23	
11847	†1.22.24	
11868	†1.23.1	
11877	†1.23.2	
11901	†1.23.3	
11914	†1.23.4	
11935	†1.23.5	
11943	†1.23.6	
11979	†1.23.7	
11990	†1.23.8	
12019	†1.23.9	
12047	†1.23.10	
12075	†1.23.11	
12103	†1.23.12	
12111	†1.23.13	
12141	†1.23.14	
12147	†1.23.15	
12169	†1.23.16	
12194	†1.23.17	
12234	†1.23.18	
12249	†1.23.19	
12275	†1.23.20	
12295	†1.24.1	
12308	†1.24.2	
12332	†1.24.3	
12364	†1.24.4	
12385	†1.24.5	
12414	†1.24.6	
12427	†1.24.7	
12483	†1.24.8	
12509	†1.24.9	
12530	†1.24.10	
12562	†1.24.11	
12581	†1.24.12	
12602	†1.24.13	
12620	†1.24.14	
12664	†1.24.15	
12696	†1.24.16	
12720	†1.24.17	
12737	†1.24.18	
12755	†1.24.19	
12769	†1.24.20	
12790	†1.24.21	
12807	†1.24.22	
12834	†1.24.23	
12853	†1.24.24	
12866	†1.24.25	
12880	†1.24.26	
12886	†1.24.27	
12919	†1.24.28	
12934	†1.24.29	
12952	†1.24.30	
12995	†1.24.31	
13015	†1.24.32	
13047	†1.24.33	
13067	†1.24.34	
13073	†1.24.35	
13097	†1.24.36	
13120	†1.24.37	
13146	†1.24.38	
13167	†1.24.39	
13179	†1.24.40	
13216	†1.24.41	
13242	†1.24.42	
13268	†1.24.43	
13302	†1.24.44	
13334	†1.24.45	
13365	†1.24.46	
13389	†1.24.47	
13422	†1.24.48	
13452	†1.24.49	
13477	†1.24.50	
13496	†1.24.51	
13513	†1.24.52	
13530	†1.24.53	
13552	†1.24.54	
13578	†1.24.55	
13598	†1.24.56	
13620	†1.24.57	
13631	†1.24.58	
13646	†1.24.59	
13665	†1.24.60	
13690	†1.24.61	
13713	†1.24.62	
13733	†1.24.63	
13750	†1.24.64	
13763	†1.24.65	
13795	†1.24.66	
13806	†1.24.67	
13834	†1.25.1	
13842	†1.25.2	
13862	†1.25.3	
13886	†1.25.4	
13903	†1.25.5	
13914	†1.25.6	
13939	†1.25.7	
13952	†1.25.8	
13969	†1.25.9	
13995	†1.25.10	
14015	†1.25.11	
14036	†1.25.12	
14052	†1.25.13	
14073	†1.25.14	
14079	†1.25.15	
14089	†1.25.16	
14113	†1.25.17	
14133	†1.25.18	
14155	†1.25.19	
14167	†1.25.20	
14189	†1.25.21	
14214	†1.25.22	
14236	†1.25.23	
14265	†1.25.24	
14280	†1.25.25	
14297	†1.25.26	
14327	†1.25.27	
14345	†1.25.28	
14361	†1.25.29	
14372	†1.25.30	
14394	†1.25.31	
14406	†1.25.32	
14420	†1.25.33	
14437	†1.25.34	
14458	†1.26.1	
14485	†1.26.2	
14504	†1.26.3	
14539	†1.26.4	
14569	†1.26.5	
14596	†1.26.6	
14601	†1.26.7	
14638	†1.26.8	
14660	†1.26.9	
14689	†1.26.10	
14712	†1.26.11	
14733	†1.26.12	
14752	†1.26.13	
14765	†1.26.14	
14781	†1.26.15	
14806	†1.26.16	
14819	†1.26.17	
14832	†1.26.18	
14873	†1.26.19	
14888	†1.26.20	
14912	†1.26.21	
14930	†1.26.22	
14959	†1.26.23	
14967	†1.26.24	
15004	†1.26.25	
15026	†1.26.26	
15045	†1.26.27	
15063	†1.26.28	
15088	†1.26.29	
15115	†1.26.30	
15123	†1.26.31	
15142	†1.26.32	
15165	†1.26.33	
15180	†1.26.34	
15201	†1.26.35	
15209	†1.27.1	
15239	†1.27.2	
15251	†1.27.3	
15272	†1.27.4	
15293	†1.27.5	
15314	†1.27.6	
15337	†1.27.7	
15354	†1.27.8	
15363	†1.27.9	
15385	†1.27.10	
15402	†1.27.11	
15421	†1.27.12	
15441	†1.27.13	
15461	†1.27.14	
15479	†1.27.15	
15506	†1.27.16	
15523	†1.27.17	
15539	†1.27.18	
15556	†1.27.19	
15584	†1.27.20	
15608	†1.27.21	
15628	†1.27.22	
15651	†1.27.23	
15671	†1.27.24	
15683	†1.27.25	
15711	†1.27.26	
15724	†1.27.27	
15752	†1.27.28	
15773	†1.27.29	
15804	†1.27.30	
15835	†1.27.31	
15866	†1.27.32	
15887	†1.27.33	
15918	†1.27.34	
15941	†1.27.35	
15954	†1.27.36	
15990	†1.27.37	
16019	†1.27.38	
16044	†1.27.39	
16069	†1.27.40	
16094	†1.27.41	
16128	†1.27.42	
16161	†1.27.43	
16181	†1.27.44	
16192	†1.27.45	
16219	†1.27.46	
16248	†1.28.1	
16266	†1.28.2	
16294	†1.28.3	
16311	†1.28.4	
16339	†1.28.5	
16364	†1.28.6	
16397	†1.28.7	
16412	†1.28.8	
16426	†1.28.9	
16447	†1.28.10	
16459	†1.28.11	
16487	†1.28.12	
16513	†1.28.13	
16550	†1.28.14	
16587	†1.28.15	
16621	†1.28.16	
16641	†1.28.17	
16663	†1.28.18	
16689	†1.28.19	
16707	†1.28.20	
16737	†1.28.21	
16754	†1.28.22	
16775	†1.29.1	
16798	†1.29.2	
16832	†1.29.3	
16864	†1.29.4	
16878	†1.29.5	
16890	†1.29.6	
16908	†1.29.7	
16925	†1.29.8	
16949	†1.29.9	
16973	†1.29.10	
17015	†1.29.11	
17026	†1.29.12	
17051	†1.29.13	
17087	†1.29.14	
17108	†1.29.15	
17129	†1.29.16	
17143	†1.29.17	
17157	†1.29.18	
17175	†1.29.19	
17193	†1.29.20	
17212	†1.29.21	
17230	†1.29.22	
17241	†1.29.23	
17260	†1.29.24	
17273	†1.29.25	
17300	†1.29.26	
17317	†1.29.27	
17338	†1.29.28	
17357	†1.29.29	
17370	†1.29.30	
17386	†1.29.31	
17400	†1.29.32	
17427	†1.29.33	
17455	†1.29.34	
17485	†1.29.35	
17508	†1.30.1	
17534	†1.30.2	
17552	†1.30.3	
17576	†1.30.4	
17590	†1.30.5	
17601	†1.30.6	
17624	†1.30.7	
17637	†1.30.8	
17657	†1.30.9	
17676	†1.30.10	
17692	†1.30.11	
17703	†1.30.12	
17716	†1.30.13	
17732	†1.30.14	
17766	†1.30.15	
17802	†1.30.16	
17836	†1.30.17	
17848	†1.30.18	
17875	†1.30.19	
17885	†1.30.20	
17914	†1.30.21	
17925	†1.30.22	
17941	†1.30.23	
17956	†1.30.24	
17969	†1.30.25	
17993	†1.30.26	
18014	†1.30.27	
18033	†1.30.28	
18041	†1.30.29	
18057	†1.30.30	
18084	†1.30.31	
18112	†1.30.32	
18138	†1.30.33	
18176	†1.30.34	
18185	†1.30.35	
18229	†1.30.36	
18249	†1.30.37	
18279	†1.30.38	
18307	†1.30.39	
18323	†1.30.40	
18355	†1.30.41	
18383	†1.30.42	
18402	†1.30.43	
18423	†1.31.1	
18450	†1.31.2	
18468	†1.31.3	
18489	†1.31.4	
18502	†1.31.5	
18531	†1.31.6	
18545	†1.31.7	
18567	†1.31.8	
18595	†1.31.9	
18609	†1.31.10	
18644	†1.31.11	
18659	†1.31.12	
18691	†1.31.13	
18732	†1.31.14	
18752	†1.31.15	
18767	†1.31.16	
18794	†1.31.17	
18808	†1.31.18	
18837	†1.31.19	
18852	†1.31.20	
18864	†1.31.21	
18881	†1.31.22	
18892	†1.31.23	
18914	†1.31.24	
18936	†1.31.25	
18960	†1.31.26	
18982	†1.31.27	
18997	†1.31.28	
19011	†1.31.29	
19037	†1.31.30	
19056	†1.31.31	
19075	†1.31.32	
19118	†1.31.33	
19156	†1.31.34	
19172	†1.31.35	
19206	†1.31.36	
19232	†1.31.37	
19265	†1.31.38	
19288	†1.31.39	
19301	†1.31.40	
19319	†1.31.41	
19353	†1.31.42	
19388	†1.31.43	
19429	†1.31.44	
19463	†1.31.45	
19470	†1.31.46	
19506	†1.31.47	
19519	†1.31.48	
19556	†1.31.49	
19575	†1.31.50	
19592	†1.31.52	
19614	†1.31.53	
19635	†1.31.54	
19656	†1.32.1	
19680	†1.32.2	
19700	†1.32.3	
19717	†1.32.4	
19734	†1.32.5	
19758	†1.32.6	
19785	†1.32.7	
19810	†1.32.8	
19832	†1.32.9	
19852	†1.32.10	
19883	†1.32.11	
19912	†1.32.12	
19932	†1.32.13	
19955	†1.32.14	
19972	†1.32.15	
19980	†1.32.16	
19996	†1.32.17	
20022	†1.32.18	
20049	†1.32.19	
20065	†1.32.20	
20095	†1.32.21	
20130	†1.32.22	
20146	†1.32.23	
20170	†1.32.24	
20182	†1.32.25	
20193	†1.32.26	
20220	†1.32.27	
20240	†1.32.28	
20252	†1.32.29	
20276	†1.32.30	
20299	†1.32.31	
20320	†1.32.32	
20337	†1.32.33	
20371	†1.33.1	
20400	†1.33.2	
20423	†1.33.3	
20440	†1.33.4	
20459	†1.33.5	
20485	†1.33.6	
20495	†1.33.7	
20513	†1.33.8	
20537	†1.33.9	
20548	†1.33.10	
20578	†1.33.11	
20599	†1.33.12	
20605	†1.33.13	
20635	†1.33.14	
20670	†1.33.15	
20695	†1.33.16	
20708	†1.33.17	
20733	†1.33.18	
20757	†1.33.19	
20775	†1.33.20	
20784	†1.34.1	
20799	†1.34.2	
20821	†1.34.3	
20841	†1.34.4	
20857	†1.34.5	
20888	†1.34.6	
20898	†1.34.7	
20931	†1.34.8	
20951	†1.34.9	
20966	†1.34.10	
20986	†1.34.11	
21007	†1.34.12	
21025	†1.34.13	
21048	†1.34.14	
21078	†1.34.15	
21098	†1.34.16	
21121	†1.34.17	
21133	†1.34.18	
21145	†1.34.19	
21172	†1.34.20	
21195	†1.34.21	
21228	†1.34.22	
21253	†1.34.23	
21276	†1.34.24	
21301	†1.34.25	
21338	†1.34.26	
21361	†1.34.27	
21380	†1.34.28	
21405	†1.34.29	
21434	†1.34.30	
21478	†1.34.31	
21488	†1.35.1	
21522	†1.35.2	
21551	†1.35.3	
21580	†1.35.4	
21619	†1.35.5	
21641	†1.35.6	
21663	†1.35.7	
21690	†1.35.8	
21709	†1.35.9	
21728	†1.35.10	
21747	†1.35.11	
21773	†1.35.12	
21796	†1.35.13	
21809	†1.35.14	
21832	†1.35.15	
21848	†1.35.16	
21877	†1.35.17	
21895	†1.35.18	
21918	†1.35.19	
21930	†1.35.20	
21947	†1.35.22	
21981	†1.35.23	
21991	†1.35.24	
21997	†1.35.25	
22005	†1.35.26	
22023	†1.35.27	
22048	†1.35.28	
22058	†1.35.29	
22080	†1.36.1	
22088	†1.36.2	
22114	†1.36.3	
22121	†1.36.4	
22133	†1.36.5	
22153	†1.36.6	
22201	†1.36.7	
22226	†1.36.8	
22237	†1.36.9	
22248	†1.36.10	
22266	†1.36.11	
22276	†1.36.12	
22295	†1.36.13	
22310	†1.36.14	
22334	†1.36.15	
22350	†1.36.16	
22365	†1.36.17	
22390	†1.36.18	
22405	†1.36.19	
22416	†1.36.20	
22430	†1.36.21	
22447	†1.36.22	
22458	†1.36.23	
22470	†1.36.24	
22496	†1.36.25	
22505	†1.36.26	
22516	†1.36.27	
22527	†1.36.28	
22534	†1.36.29	
22545	†1.36.30	
22561	†1.36.31	
22575	†1.36.32	
22589	†1.36.33	
22601	†1.36.34	
22613	†1.36.35	
22636	†1.36.36	
22646	†1.36.37	
22659	†1.36.38	
22669	†1.36.39	
22697	†1.36.40	
22725	†1.36.41	
22731	†1.36.42	
22737	†1.36.43	
22757	†1.37.1	
22771	†1.37.2	
22814	†1.37.3	
22834	†1.37.4	
22858	†1.37.5	
22867	†1.37.6	
22876	†1.37.7	
22900	†1.37.8	
22928	†1.37.9	
22959	†1.37.10	
22993	†1.37.11	
23006	†1.37.12	
23019	†1.37.13	
23041	†1.37.14	
23070	†1.37.15	
23086	†1.37.16	
23097	†1.37.17	
23123	†1.37.18	
23138	†1.37.19	
23150	†1.37.20	
23175	†1.37.21	
23191	†1.37.22	
23226	†1.37.23	
23245	†1.37.24	
23259	†1.37.25	
23290	†1.37.26	
23309	†1.37.27	
23335	†1.37.28	
23366	†1.37.29	
23385	†1.37.30	
23402	†1.37.31	
23417	†1.37.32	
23441	†1.37.33	
23459	†1.37.34	
23479	†1.37.35	
23512	†1.37.36	
23526	†1.38.1	
23548	†1.38.2	
23565	†1.38.3	
23575	†1.38.4	
23586	†1.38.5	
23605	†1.38.6	
23616	†1.38.7	
23629	†1.38.8	
23650	†1.38.9	
23679	†1.38.10	
23692	†1.38.11	
23734	†1.38.12	
23764	†1.38.13	
23782	†1.38.14	
23818	†1.38.15	
23835	†1.38.16	
23867	†1.38.17	
23888	†1.38.18	
23926	†1.38.19	
23942	†1.38.20	
23966	†1.38.21	
23991	†1.38.22	
24011	†1.38.23	
24029	†1.38.24	
24056	†1.38.25	
24088	†1.38.26	
24113	†1.38.27	
24125	†1.38.28	
24150	†1.38.29	
24175	†1.38.30	
24197	†1.39.1	
24219	†1.39.2	
24238	†1.39.3	
24257	†1.39.4	
24284	†1.39.5	
24325	†1.39.6	
24358	†1.39.7	
24381	†1.39.8	
24415	†1.39.9	
24450	†1.39.10	
24468	†1.39.11	
24490	†1.39.12	
24512	†1.39.13	
24530	†1.39.14	
24559	†1.39.15	
24581	†1.39.16	
24595	†1.39.17	
24622	†1.39.18	
24643	†1.39.19	
24669	†1.39.20	
24693	†1.39.21	
24709	†1.39.22	
24731	†1.39.23	
24764	†1.40.1	
24784	†1.40.2	
24799	†1.40.3	
24817	†1.40.4	
24833	†1.40.5	
24861	†1.40.6	
24874	†1.40.7	
24898	†1.40.8	
24925	†1.40.9	
24944	†1.40.10	
24959	†1.40.11	
24985	†1.40.12	
24999	†1.40.13	
25033	†1.40.14	
25059	†1.40.15	
25077	†1.40.16	
25101	†1.40.17	
25133	†1.40.18	
25148	†1.40.19	
25174	†1.40.20	
25208	†1.40.21	
25224	†1.40.22	
25232	†1.40.23	
25242	†1.41.1	
25256	†1.41.2	
25277	†1.41.3	
25304	†1.41.4	
25328	†1.41.5	
25343	†1.41.6	
25353	†1.41.7	
25376	†1.41.8	
25410	†1.41.9	
25422	†1.41.10	
25442	†1.41.11	
25458	†1.41.12	
25474	†1.41.13	
25492	†1.41.14	
25516	†1.41.15	
25540	†1.41.16	
25554	†1.41.17	
25571	†1.41.18	
25591	†1.41.19	
25620	†1.41.20	
25638	†1.41.21	
25666	†1.41.22	
25684	†1.41.23	
25694	†1.41.24	
25721	†1.41.25	
25738	†1.41.26	
25760	†1.41.27	
25785	†1.41.28	
25798	†1.41.29	
25808	†1.41.30	
25829	†1.41.31	
25848	†1.41.32	
25872	†1.41.33	
25885	†1.41.34	
25907	†1.41.35	
25932	†1.41.36	
25958	†1.41.37	
25970	†1.41.38	
25987	†1.41.39	
26006	†1.41.40	
26028	†1.41.41	
26041	†1.41.42	
26069	†1.41.43	
26091	†1.41.44	
26110	†1.41.45	
26129	†1.41.46	
26151	†1.41.47	
26162	†1.41.48	
26196	†1.41.49	
26215	†1.41.50	
26238	†1.41.51	
26262	†1.41.52	
26278	†1.41.53	
26290	†1.41.54	
26315	†1.41.55	
26344	†1.41.56	
26364	†1.41.57	
26382	†1.42.1	
26397	†1.42.2	
26416	†1.42.3	
26427	†1.42.4	
26445	†1.42.5	
26461	†1.42.6	
26486	†1.42.7	
26514	†1.42.8	
26525	†1.42.9	
26544	†1.42.10	
26555	†1.42.11	
26568	†1.42.12	
26579	†1.42.13	
26605	†1.42.14	
26618	†1.42.15	
26638	†1.42.16	
26672	†1.42.17	
26679	†1.42.18	
26695	†1.42.19	
26715	†1.42.20	
26736	†1.42.21	
26774	†1.42.22	
26797	†1.42.23	
26811	†1.42.24	
26836	†1.42.25	
