A	Acc
PMPGPF	Pres Mid Part Gen Plur Fem
PMPGPF	Pres Mid Part Gen Plur Fem
PMPGPF	Pres Mid Part Gen Plur Fem
PMPGPM	Pres Mid Part Gen Plur Masc
PMPGPM	Pres Mid Part Gen Plur Masc
PMPGPM	Pres Mid Part Gen Plur Masc
PMPGPM	Pres Mid Part Gen Plur Masc
PMPGPM	Pres Mid Part Gen Plur Masc
PMPGPM	Pres Mid Part Gen Plur Masc
PMPGPM	Pres Mid Part Gen Plur Masc
PMPGPM	Pres Mid Part Gen Plur Masc
PMPGPM	Pres Mid Part Gen Plur Masc
PMPGPN	Pres Mid Part Gen Plur Neut
PMPGPN	Pres Mid Part Gen Plur Neut
PMPGPN	Pres Mid Part Gen Plur Neut
PMPGPN	Pres Mid Part Gen Plur Neut
PMPGPN	Pres Mid Part Gen Plur Neut
PMPGPN	Pres Mid Part Gen Plur Neut
PMPGSF	Pres Mid Part Gen Sing Fem
PMPGSF	Pres Mid Part Gen Sing Fem
PMPGSF	Pres Mid Part Gen Sing Fem
PMPGSF	Pres Mid Part Gen Sing Fem
PMPGSF	Pres Mid Part Gen Sing Fem
PMPGSF	Pres Mid Part Gen Sing Fem
PMPGSM	Pres Mid Part Gen Sing Masc
PMPGSM	Pres Mid Part Gen Sing Masc
PMPGSM	Pres Mid Part Gen Sing Masc
PMPGSM	Pres Mid Part Gen Sing Masc
PMPGSM	Pres Mid Part Gen Sing Masc
PMPGSM	Pres Mid Part Gen Sing Masc
PMPGSM	Pres Mid Part Gen Sing Masc
PMPGSN	Pres Mid Part Gen Sing Neut
PMPGSN	Pres Mid Part Gen Sing Neut
PMPGSN	Pres Mid Part Gen Sing Neut
PMPGSN	Pres Mid Part Gen Sing Neut
PMPGSN	Pres Mid Part Gen Sing Neut
PMPNDM	Pres Mid Part Nom Dual Masc
PMPNPF	Pres Mid Part Nom Plur Fem
PMPNPF	Pres Mid Part Nom Plur Fem
PMPNPF	Pres Mid Part Nom Plur Fem
PMPNPF	Pres Mid Part Nom Plur Fem
PMPNPF	Pres Mid Part Nom Plur Fem
PMPNPM	Pres Mid Part Nom Plur Masc
PMPNPM	Pres Mid Part Nom Plur Masc
PMPNPM	Pres Mid Part Nom Plur Masc
PMPNPM	Pres Mid Part Nom Plur Masc
PMPNPM	Pres Mid Part Nom Plur Masc
PMPNPM	Pres Mid Part Nom Plur Masc
PMPNPM	Pres Mid Part Nom Plur Masc
PMPNPM	Pres Mid Part Nom Plur Masc
PMPNPM	Pres Mid Part Nom Plur Masc
PMPNPM	Pres Mid Part Nom Plur Masc
PMPNPM	Pres Mid Part Nom Plur Masc
PMPNPN	Pres Mid Part Nom Plur Neut
PMPNPN	Pres Mid Part Nom Plur Neut
PMPNPN	Pres Mid Part Nom Plur Neut
PMPNPN	Pres Mid Part Nom Plur Neut
PMPNSF	Pres Mid Part Nom Sing Fem
PMPNSF	Pres Mid Part Nom Sing Fem
PMPNSF	Pres Mid Part Nom Sing Fem
PMPNSF	Pres Mid Part Nom Sing Fem
PMPNSF	Pres Mid Part Nom Sing Fem
PMPNSF	Pres Mid Part Nom Sing Fem
PMPNSF	Pres Mid Part Nom Sing Fem
PMPNSF	Pres Mid Part Nom Sing Fem
PMPNSM	Pres Mid Part Nom Sing Masc
PMPNSM	Pres Mid Part Nom Sing Masc
PMPNSM	Pres Mid Part Nom Sing Masc
PMPNSM	Pres Mid Part Nom Sing Masc
PMPNSM	Pres Mid Part Nom Sing Masc
PMPNSM	Pres Mid Part Nom Sing Masc
PMPNSM	Pres Mid Part Nom Sing Masc
PMPNSM	Pres Mid Part Nom Sing Masc
PMPNSM	Pres Mid Part Nom Sing Masc
PMPNSM	Pres Mid Part Nom Sing Masc
PMPNSN	Pres Mid Part Nom Sing Neut
PMPNSN	Pres Mid Part Nom Sing Neut
PMPNSN	Pres Mid Part Nom Sing Neut
PMPNSN	Pres Mid Part Nom Sing Neut
PMPNSN	Pres Mid Part Nom Sing Neut
PMPNSN	Pres Mid Part Nom Sing Neut
PMPNSN	Pres Mid Part Nom Sing Neut
PMPVPM	Pres Mid Part Voc Plur Masc
PMPVPM	Pres Mid Part Voc Plur Masc
PMPVPN	Pres Mid Part Voc Plur Neut
PMPVPN	Pres Mid Part Voc Plur Neut
PMPVSM	Pres Mid Part Voc Sing Masc
PMS1P	Pres Mid Subj 1st Plur
PMS1P	Pres Mid Subj 1st Plur
PMS1P	Pres Mid Subj 1st Plur
PMS1P	Pres Mid Subj 1st Plur
PMS1S	Pres Mid Subj 1st Sing
PMS1S	Pres Mid Subj 1st Sing
PMS1S	Pres Mid Subj 1st Sing
PMS2P	Pres Mid Subj 2nd Plur
PMS2P	Pres Mid Subj 2nd Plur
PMS2P	Pres Mid Subj 2nd Plur
PMS2P	Pres Mid Subj 2nd Plur
PMS2S	Pres Mid Subj 2nd Sing
PMS2S	Pres Mid Subj 2nd Sing
PMS2S	Pres Mid Subj 2nd Sing
PMS2S	Pres Mid Subj 2nd Sing
PMS2S	Pres Mid Subj 2nd Sing
PMS2S	Pres Mid Subj 2nd Sing
PMS2S	Pres Mid Subj 2nd Sing
PMS3P	Pres Mid Subj 3rd Plur
PMS3P	Pres Mid Subj 3rd Plur
PMS3P	Pres Mid Subj 3rd Plur
PMS3P	Pres Mid Subj 3rd Plur
PMS3P	Pres Mid Subj 3rd Plur
PMS3P	Pres Mid Subj 3rd Plur
PMS3S	Pres Mid Subj 3rd Sing
PMS3S	Pres Mid Subj 3rd Sing
PMS3S	Pres Mid Subj 3rd Sing
PMS3S	Pres Mid Subj 3rd Sing
PMS3S	Pres Mid Subj 3rd Sing
PMS3S	Pres Mid Subj 3rd Sing
PPD2P	Pres Pass Imperative 2nd Plur
PPD2S	Pres Pass Imperative 2nd Sing
PPD2S	Pres Pass Imperative 2nd Sing
PPD2S	Pres Pass Imperative 2nd Sing
PPD3P	Pres Pass Imperative 3rd Plur
PPD3P	Pres Pass Imperative 3rd Plur
PPD3P	Pres Pass Imperative 3rd Plur
PPD3P	Pres Pass Imperative 3rd Plur
PPD3S	Pres Pass Imperative 3rd Sing
PPD3S	Pres Pass Imperative 3rd Sing
PPD3S	Pres Pass Imperative 3rd Sing
PPD3S	Pres Pass Imperative 3rd Sing
PPI1P	Pres Pass Ind 1st Plur
PPI1P	Pres Pass Ind 1st Plur
PPI1S	Pres Pass Ind 1st Sing
PPI1S	Pres Pass Ind 1st Sing
PPI1S	Pres Pass Ind 1st Sing
PPI2P	Pres Pass Ind 2nd Plur
PPI2P	Pres Pass Ind 2nd Plur
PPI2S	Pres Pass Ind 2nd Sing
PPI2S	Pres Pass Ind 2nd Sing
PPI3P	Pres Pass Ind 3rd Plur
PPI3P	Pres Pass Ind 3rd Plur
PPI3P	Pres Pass Ind 3rd Plur
PPI3P	Pres Pass Ind 3rd Plur
PPI3P	Pres Pass Ind 3rd Plur
PPI3S	Pres Pass Ind 3rd Sing
PPI3S	Pres Pass Ind 3rd Sing
PPI3S	Pres Pass Ind 3rd Sing
PPI3S	Pres Pass Ind 3rd Sing
PPI3S	Pres Pass Ind 3rd Sing
PPI3S	Pres Pass Ind 3rd Sing
PPI3S	Pres Pass Ind 3rd Sing
PPI3S	Pres Pass Ind 3rd Sing
PPI3S	Pres Pass Ind 3rd Sing
PPN	Pres Pass Infin
PPN	Pres Pass Infin
PPN	Pres Pass Infin
PPN	Pres Pass Infin
PPN	Pres Pass Infin
PPPAPF	Pres Pass Part Acc Plur Fem
PPPAPF	Pres Pass Part Acc Plur Fem
PPPAPF	Pres Pass Part Acc Plur Fem
PPPAPM	Pres Pass Part Acc Plur Masc
PPPAPM	Pres Pass Part Acc Plur Masc
PPPAPM	Pres Pass Part Acc Plur Masc
PPPAPM	Pres Pass Part Acc Plur Masc
PPPAPN	Pres Pass Part Acc Plur Neut
PPPAPN	Pres Pass Part Acc Plur Neut
PPPAPN	Pres Pass Part Acc Plur Neut
PPPAPN	Pres Pass Part Acc Plur Neut
PPPAPN	Pres Pass Part Acc Plur Neut
PPPAPN	Pres Pass Part Acc Plur Neut
PPPAPN	Pres Pass Part Acc Plur Neut
PPPASF	Pres Pass Part Acc Sing Fem
PPPASF	Pres Pass Part Acc Sing Fem
PPPASF	Pres Pass Part Acc Sing Fem
PPPASF	Pres Pass Part Acc Sing Fem
PPPASM	Pres Pass Part Acc Sing Masc
PPPASM	Pres Pass Part Acc Sing Masc
PPPASM	Pres Pass Part Acc Sing Masc
PPPASM	Pres Pass Part Acc Sing Masc
PPPASM	Pres Pass Part Acc Sing Masc
PPPASM	Pres Pass Part Acc Sing Masc
PPPASN	Pres Pass Part Acc Sing Neut
PPPASN	Pres Pass Part Acc Sing Neut
PPPASN	Pres Pass Part Acc Sing Neut
PPPASN	Pres Pass Part Acc Sing Neut
PPPASN	Pres Pass Part Acc Sing Neut
PPPDPM	Pres Pass Part Dat Plur Masc
PPPDPM	Pres Pass Part Dat Plur Masc
PPPDPN	Pres Pass Part Dat Plur Neut
PPPDSF	Pres Pass Part Dat Sing Fem
PPPDSM	Pres Pass Part Dat Sing Masc
PPPDSM	Pres Pass Part Dat Sing Masc
PPPDSM	Pres Pass Part Dat Sing Masc
PPPDSN	Pres Pass Part Dat Sing Neut
PPPDSN	Pres Pass Part Dat Sing Neut
PPPGPF	Pres Pass Part Gen Plur Fem
PPPGPM	Pres Pass Part Gen Plur Masc
PPPGPM	Pres Pass Part Gen Plur Masc
PPPGPM	Pres Pass Part Gen Plur Masc
PPPGPM	Pres Pass Part Gen Plur Masc
PPPGPM	Pres Pass Part Gen Plur Masc
PPPGPN	Pres Pass Part Gen Plur Neut
PPPGPN	Pres Pass Part Gen Plur Neut
PPPGSF	Pres Pass Part Gen Sing Fem
PPPGSF	Pres Pass Part Gen Sing Fem
PPPGSF	Pres Pass Part Gen Sing Fem
PPPGSM	Pres Pass Part Gen Sing Masc
PPPGSM	Pres Pass Part Gen Sing Masc
PPPGSM	Pres Pass Part Gen Sing Masc
PPPGSM	Pres Pass Part Gen Sing Masc
PPPGSM	Pres Pass Part Gen Sing Masc
PPPGSN	Pres Pass Part Gen Sing Neut
PPPGSN	Pres Pass Part Gen Sing Neut
PPPNPF	Pres Pass Part Nom Plur Fem
PPPNPF	Pres Pass Part Nom Plur Fem
PPPNPM	Pres Pass Part Nom Plur Masc
PPPNPM	Pres Pass Part Nom Plur Masc
PPPNPN	Pres Pass Part Nom Plur Neut
PPPNPN	Pres Pass Part Nom Plur Neut
PPPNPN	Pres Pass Part Nom Plur Neut
PPPNSF	Pres Pass Part Nom Sing Fem
PPPNSF	Pres Pass Part Nom Sing Fem
PPPNSF	Pres Pass Part Nom Sing Fem
PPPNSM	Pres Pass Part Nom Sing Masc
PPPNSM	Pres Pass Part Nom Sing Masc
PPPNSM	Pres Pass Part Nom Sing Masc
PPPNSM	Pres Pass Part Nom Sing Masc
PPPNSM	Pres Pass Part Nom Sing Masc
PPPNSM	Pres Pass Part Nom Sing Masc
PPPNSN	Pres Pass Part Nom Sing Neut
PPPNSN	Pres Pass Part Nom Sing Neut
PPPNSN	Pres Pass Part Nom Sing Neut
PPPNSN	Pres Pass Part Nom Sing Neut
PPPNSN	Pres Pass Part Nom Sing Neut
PPS1P	Pres Pass Subj 1st Plur
PPS1S	Pres Pass Subj 1st Sing
PPS2P	Pres Pass Subj 2nd Plur
PPS2S	Pres Pass Subj 2nd Sing
PPS3P	Pres Pass Subj 3rd Plur
PPS3S	Pres Pass Subj 3rd Sing
PPS3S	Pres Pass Subj 3rd Sing
PPS3S	Pres Pass Subj 3rd Sing
PPS3S	Pres Pass Subj 3rd Sing
S	Sing
SF	Sing Fem
SM	Sing Masc
SN	Sing Neut
VPF	Voc Plur Fem
VPF	Voc Plur Fem
VPF	Voc Plur Fem
VPF	Voc Plur Fem
VPF	Voc Plur Fem
VPF	Voc Plur Fem
VPF	Voc Plur Fem
VPF	Voc Plur Fem
VPM	Voc Plur Masc
VPM	Voc Plur Masc
VPM	Voc Plur Masc
VPM	Voc Plur Masc
VPM	Voc Plur Masc
VPM	Voc Plur Masc
VPM	Voc Plur Masc
VPM	Voc Plur Masc
VPM	Voc Plur Masc
VPM	Voc Plur Masc
VPM	Voc Plur Masc
VPM	Voc Plur Masc
VPM	Voc Plur Masc
VPM	Voc Plur Masc
VPMC	Voc Plur Masc Compar
VPN	Voc Plur Neut
VPN	Voc Plur Neut
VPN	Voc Plur Neut
VPN	Voc Plur Neut
VPN	Voc Plur Neut
VPN	Voc Plur Neut
VPNS	Voc Plur Neut Superlative
VS	Voc Sing
VS	Voc Sing
VSF	Voc Sing Fem
VSF	Voc Sing Fem
VSF	Voc Sing Fem
VSF	Voc Sing Fem
VSF	Voc Sing Fem
VSF	Voc Sing Fem
VSF	Voc Sing Fem
VSF	Voc Sing Fem
VSF	Voc Sing Fem
VSF	Voc Sing Fem
VSF	Voc Sing Fem
VSF	Voc Sing Fem
VSF	Voc Sing Fem
VSF	Voc Sing Fem
VSF	Voc Sing Fem
VSF	Voc Sing Fem
VSM	Voc Sing Masc
VSM	Voc Sing Masc
VSM	Voc Sing Masc
VSM	Voc Sing Masc
VSM	Voc Sing Masc
VSM	Voc Sing Masc
VSM	Voc Sing Masc
VSM	Voc Sing Masc
VSM	Voc Sing Masc
VSM	Voc Sing Masc
VSM	Voc Sing Masc
VSM	Voc Sing Masc
VSM	Voc Sing Masc
VSM	Voc Sing Masc
VSMC	Voc Sing Masc Compar
VSMC	Voc Sing Masc Compar
VSMS	Voc Sing Masc Superlative
VSMS	Voc Sing Masc Superlative
VSMS	Voc Sing Masc Superlative
VSMS	Voc Sing Masc Superlative
VSN	Voc Sing Neut
VSN	Voc Sing Neut
VSN	Voc Sing Neut
VSN	Voc Sing Neut
VSN	Voc Sing Neut
VSN	Voc Sing Neut
VSN	Voc Sing Neut
XAD2P	Perf Act Imperative 2nd Plur
XAD2P	Perf Act Imperative 2nd Plur
XAD2S	Perf Act Imperative 2nd Sing
XAD3P	Perf Act Imperative 3rd Plur
XAD3S	Perf Act Imperative 3rd Sing
XAI1P	Perf Act Ind 1st Plur
XAI1P	Perf Act Ind 1st Plur
XAI1P	Perf Act Ind 1st Plur
XAI1S	Perf Act Ind 1st Sing
XAI1S	Perf Act Ind 1st Sing
XAI1S	Perf Act Ind 1st Sing
XAI1S	Perf Act Ind 1st Sing
XAI1S	Perf Act Ind 1st Sing
XAI2P	Perf Act Ind 2nd Plur
XAI2P	Perf Act Ind 2nd Plur
XAI2P	Perf Act Ind 2nd Plur
XAI2S	Perf Act Ind 2nd Sing
XAI2S	Perf Act Ind 2nd Sing
XAI2S	Perf Act Ind 2nd Sing
XAI3P	Perf Act Ind 3rd Plur
XAI3P	Perf Act Ind 3rd Plur
XAI3P	Perf Act Ind 3rd Plur
XAI3S	Perf Act Ind 3rd Sing
XAI3S	Perf Act Ind 3rd Sing
XAI3S	Perf Act Ind 3rd Sing
XAI3S	Perf Act Ind 3rd Sing
XAIASF	Perf Act Ind Acc Sing Fem
XAN	Perf Act Infin
XAN	Perf Act Infin
XAN	Perf Act Infin
XAO3S	Perf Act Opt 3rd Sing
XAPAPF	Perf Act Part Acc Plur Fem
XAPAPM	Perf Act Part Acc Plur Masc
XAPAPM	Perf Act Part Acc Plur Masc
XAPAPM	Perf Act Part Acc Plur Masc
XAPAPN	Perf Act Part Acc Plur Neut
XAPAPN	Perf Act Part Acc Plur Neut
XAPAPN	Perf Act Part Acc Plur Neut
XAPASF	Perf Act Part Acc Sing Fem
XAPASF	Perf Act Part Acc Sing Fem
XAPASF	Perf Act Part Acc Sing Fem
XAPASM	Perf Act Part Acc Sing Masc
XAPASM	Perf Act Part Acc Sing Masc
XAPASM	Perf Act Part Acc Sing Masc
XAPASN	Perf Act Part Acc Sing Neut
XAPASN	Perf Act Part Acc Sing Neut
XAPASN	Perf Act Part Acc Sing Neut
XAPDPM	Perf Act Part Dat Plur Masc
XAPDPM	Perf Act Part Dat Plur Masc
XAPDPM	Perf Act Part Dat Plur Masc
XAPDPN	Perf Act Part Dat Plur Neut
XAPDPN	Perf Act Part Dat Plur Neut
XAPDSF	Perf Act Part Dat Sing Fem
XAPDSM	Perf Act Part Dat Sing Masc
XAPDSM	Perf Act Part Dat Sing Masc
XAPDSM	Perf Act Part Dat Sing Masc
XAPDSN	Perf Act Part Dat Sing Neut
XAPDSN	Perf Act Part Dat Sing Neut
XAPGPF	Perf Act Part Gen Plur Fem
XAPGPM	Perf Act Part Gen Plur Masc
XAPGPM	Perf Act Part Gen Plur Masc
XAPGPM	Perf Act Part Gen Plur Masc
XAPGPM	Perf Act Part Gen Plur Masc
XAPGPN	Perf Act Part Gen Plur Neut
XAPGPN	Perf Act Part Gen Plur Neut
XAPGPN	Perf Act Part Gen Plur Neut
XAPGSF	Perf Act Part Gen Sing Fem
XAPGSF	Perf Act Part Gen Sing Fem
XAPGSF	Perf Act Part Gen Sing Fem
XAPGSM	Perf Act Part Gen Sing Masc
XAPGSM	Perf Act Part Gen Sing Masc
XAPGSM	Perf Act Part Gen Sing Masc
XAPGSM	Perf Act Part Gen Sing Masc
XAPGSN	Perf Act Part Gen Sing Neut
XAPGSN	Perf Act Part Gen Sing Neut
XAPNPF	Perf Act Part Nom Plur Fem
XAPNPF	Perf Act Part Nom Plur Fem
XAPNPF	Perf Act Part Nom Plur Fem
XAPNPM	Perf Act Part Nom Plur Masc
XAPNPM	Perf Act Part Nom Plur Masc
XAPNPM	Perf Act Part Nom Plur Masc
XAPNPM	Perf Act Part Nom Plur Masc
XAPNPN	Perf Act Part Nom Plur Neut
XAPNPN	Perf Act Part Nom Plur Neut
XAPNPN	Perf Act Part Nom Plur Neut
XAPNSF	Perf Act Part Nom Sing Fem
XAPNSF	Perf Act Part Nom Sing Fem
XAPNSF	Perf Act Part Nom Sing Fem
XAPNSF	Perf Act Part Nom Sing Fem
XAPNSF	Perf Act Part Nom Sing Fem
XAPNSM	Perf Act Part Nom Sing Masc
XAPNSM	Perf Act Part Nom Sing Masc
XAPNSM	Perf Act Part Nom Sing Masc
XAPNSN	Perf Act Part Nom Sing Neut
XAPNSN	Perf Act Part Nom Sing Neut
XAPNSN	Perf Act Part Nom Sing Neut
XAPNSN	Perf Act Part Nom Sing Neut
XAPVPM	Perf Act Part Voc Plur Masc
XAS1P	Perf Act Subj 1st Plur
XAS1S	Perf Act Subj 1st Sing
XAS2P	Perf Act Subj 2nd Plur
XAS2S	Perf Act Subj 2nd Sing
XAS3P	Perf Act Subj 3rd Plur
XMD2P	Perf Mid Imperative 2nd Plur
XMD3P	Perf Mid Imperative 3rd Plur
XMD3S	Perf Mid Imperative 3rd Sing
XMI1P	Perf Mid Ind 1st Plur
XMI1P	Perf Mid Ind 1st Plur
XMI1P	Perf Mid Ind 1st Plur
XMI1P	Perf Mid Ind 1st Plur
XMI1S	Perf Mid Ind 1st Sing
XMI1S	Perf Mid Ind 1st Sing
XMI1S	Perf Mid Ind 1st Sing
XMI1S	Perf Mid Ind 1st Sing
XMI1S	Perf Mid Ind 1st Sing
XMI1S	Perf Mid Ind 1st Sing
XMI1S	Perf Mid Ind 1st Sing
XMI1S	Perf Mid Ind 1st Sing
XMI1S	Perf Mid Ind 1st Sing
XMI2P	Perf Mid Ind 2nd Plur
XMI2P	Perf Mid Ind 2nd Plur
XMI2P	Perf Mid Ind 2nd Plur
XMI2S	Perf Mid Ind 2nd Sing
XMI2S	Perf Mid Ind 2nd Sing
XMI2S	Perf Mid Ind 2nd Sing
XMI2S	Perf Mid Ind 2nd Sing
XMI2S	Perf Mid Ind 2nd Sing
XMI3P	Perf Mid Ind 3rd Plur
XMI3P	Perf Mid Ind 3rd Plur
XMI3P	Perf Mid Ind 3rd Plur
XMI3S	Perf Mid Ind 3rd Sing
XMI3S	Perf Mid Ind 3rd Sing
XMI3S	Perf Mid Ind 3rd Sing
XMI3S	Perf Mid Ind 3rd Sing
XMI3S	Perf Mid Ind 3rd Sing
XMI3S	Perf Mid Ind 3rd Sing
XMI3S	Perf Mid Ind 3rd Sing
XMI3S	Perf Mid Ind 3rd Sing
XMI3S	Perf Mid Ind 3rd Sing
XMN	Perf Mid Infin
XMN	Perf Mid Infin
XMN	Perf Mid Infin
XMN	Perf Mid Infin
XMN	Perf Mid Infin
XMN	Perf Mid Infin
XMN	Perf Mid Infin
XMPAPF	Perf Mid Part Acc Plur Fem
XMPAPF	Perf Mid Part Acc Plur Fem
XMPAPF	Perf Mid Part Acc Plur Fem
XMPAPF	Perf Mid Part Acc Plur Fem
XMPAPM	Perf Mid Part Acc Plur Masc
XMPAPM	Perf Mid Part Acc Plur Masc
XMPAPM	Perf Mid Part Acc Plur Masc
XMPAPM	Perf Mid Part Acc Plur Masc
XMPAPM	Perf Mid Part Acc Plur Masc
XMPAPM	Perf Mid Part Acc Plur Masc
XMPAPM	Perf Mid Part Acc Plur Masc
XMPAPN	Perf Mid Part Acc Plur Neut
XMPAPN	Perf Mid Part Acc Plur Neut
XMPAPN	Perf Mid Part Acc Plur Neut
XMPAPN	Perf Mid Part Acc Plur Neut
XMPAPN	Perf Mid Part Acc Plur Neut
XMPAPN	Perf Mid Part Acc Plur Neut
XMPAPN	Perf Mid Part Acc Plur Neut
XMPAPN	Perf Mid Part Acc Plur Neut
XMPASF	Perf Mid Part Acc Sing Fem
XMPASF	Perf Mid Part Acc Sing Fem
XMPASF	Perf Mid Part Acc Sing Fem
XMPASF	Perf Mid Part Acc Sing Fem
XMPASF	Perf Mid Part Acc Sing Fem
XMPASF	Perf Mid Part Acc Sing Fem
XMPASM	Perf Mid Part Acc Sing Masc
XMPASM	Perf Mid Part Acc Sing Masc
XMPASM	Perf Mid Part Acc Sing Masc
XMPASM	Perf Mid Part Acc Sing Masc
XMPASM	Perf Mid Part Acc Sing Masc
XMPASM	Perf Mid Part Acc Sing Masc
XMPASN	Perf Mid Part Acc Sing Neut
XMPASN	Perf Mid Part Acc Sing Neut
XMPASN	Perf Mid Part Acc Sing Neut
XMPASN	Perf Mid Part Acc Sing Neut
XMPASN	Perf Mid Part Acc Sing Neut
XMPASN	Perf Mid Part Acc Sing Neut
XMPASN	Perf Mid Part Acc Sing Neut
XMPDPF	Perf Mid Part Dat Plur Fem
XMPDPF	Perf Mid Part Dat Plur Fem
XMPDPF	Perf Mid Part Dat Plur Fem
XMPDPF	Perf Mid Part Dat Plur Fem
XMPDPF	Perf Mid Part Dat Plur Fem
XMPDPF	Perf Mid Part Dat Plur Fem
XMPDPM	Perf Mid Part Dat Plur Masc
XMPDPM	Perf Mid Part Dat Plur Masc
XMPDPM	Perf Mid Part Dat Plur Masc
XMPDPM	Perf Mid Part Dat Plur Masc
XMPDPM	Perf Mid Part Dat Plur Masc
XMPDPN	Perf Mid Part Dat Plur Neut
XMPDPN	Perf Mid Part Dat Plur Neut
XMPDPN	Perf Mid Part Dat Plur Neut
XMPDSF	Perf Mid Part Dat Sing Fem
XMPDSF	Perf Mid Part Dat Sing Fem
XMPDSF	Perf Mid Part Dat Sing Fem
XMPDSM	Perf Mid Part Dat Sing Masc
XMPDSM	Perf Mid Part Dat Sing Masc
XMPDSM	Perf Mid Part Dat Sing Masc
XMPDSM	Perf Mid Part Dat Sing Masc
XMPDSN	Perf Mid Part Dat Sing Neut
XMPDSN	Perf Mid Part Dat Sing Neut
XMPDSN	Perf Mid Part Dat Sing Neut
XMPGPF	Perf Mid Part Gen Plur Fem
XMPGPM	Perf Mid Part Gen Plur Masc
XMPGPM	Perf Mid Part Gen Plur Masc
XMPGPM	Perf Mid Part Gen Plur Masc
XMPGPM	Perf Mid Part Gen Plur Masc
XMPGPM	Perf Mid Part Gen Plur Masc
XMPGPM	Perf Mid Part Gen Plur Masc
XMPGPM	Perf Mid Part Gen Plur Masc
XMPGPN	Perf Mid Part Gen Plur Neut
XMPGPN	Perf Mid Part Gen Plur Neut
XMPGPN	Perf Mid Part Gen Plur Neut
XMPGSF	Perf Mid Part Gen Sing Fem
XMPGSF	Perf Mid Part Gen Sing Fem
XMPGSF	Perf Mid Part Gen Sing Fem
XMPGSF	Perf Mid Part Gen Sing Fem
XMPGSF	Perf Mid Part Gen Sing Fem
XMPGSF	Perf Mid Part Gen Sing Fem
XMPGSM	Perf Mid Part Gen Sing Masc
XMPGSM	Perf Mid Part Gen Sing Masc
XMPGSM	Perf Mid Part Gen Sing Masc
XMPGSM	Perf Mid Part Gen Sing Masc
XMPGSM	Perf Mid Part Gen Sing Masc
XMPGSM	Perf Mid Part Gen Sing Masc
XMPGSN	Perf Mid Part Gen Sing Neut
XMPGSN	Perf Mid Part Gen Sing Neut
XMPGSN	Perf Mid Part Gen Sing Neut
XMPNPF	Perf Mid Part Nom Plur Fem
XMPNPF	Perf Mid Part Nom Plur Fem
XMPNPF	Perf Mid Part Nom Plur Fem
XMPNPF	Perf Mid Part Nom Plur Fem
XMPNPF	Perf Mid Part Nom Plur Fem
XMPNPF	Perf Mid Part Nom Plur Fem
XMPNPF	Perf Mid Part Nom Plur Fem
XMPNPM	Perf Mid Part Nom Plur Masc
XMPNPM	Perf Mid Part Nom Plur Masc
XMPNPM	Perf Mid Part Nom Plur Masc
XMPNPM	Perf Mid Part Nom Plur Masc
XMPNPM	Perf Mid Part Nom Plur Masc
XMPNPM	Perf Mid Part Nom Plur Masc
XMPNPM	Perf Mid Part Nom Plur Masc
XMPNPM	Perf Mid Part Nom Plur Masc
XMPNPM	Perf Mid Part Nom Plur Masc
XMPNPN	Perf Mid Part Nom Plur Neut
XMPNPN	Perf Mid Part Nom Plur Neut
XMPNPN	Perf Mid Part Nom Plur Neut
XMPNPN	Perf Mid Part Nom Plur Neut
XMPNPN	Perf Mid Part Nom Plur Neut
XMPNSF	Perf Mid Part Nom Sing Fem
XMPNSF	Perf Mid Part Nom Sing Fem
XMPNSF	Perf Mid Part Nom Sing Fem
XMPNSF	Perf Mid Part Nom Sing Fem
XMPNSF	Perf Mid Part Nom Sing Fem
XMPNSF	Perf Mid Part Nom Sing Fem
XMPNSM	Perf Mid Part Nom Sing Masc
XMPNSM	Perf Mid Part Nom Sing Masc
XMPNSM	Perf Mid Part Nom Sing Masc
XMPNSM	Perf Mid Part Nom Sing Masc
XMPNSM	Perf Mid Part Nom Sing Masc
XMPNSM	Perf Mid Part Nom Sing Masc
XMPNSM	Perf Mid Part Nom Sing Masc
XMPNSM	Perf Mid Part Nom Sing Masc
XMPNSM	Perf Mid Part Nom Sing Masc
XMPNSN	Perf Mid Part Nom Sing Neut
XMPNSN	Perf Mid Part Nom Sing Neut
XMPNSN	Perf Mid Part Nom Sing Neut
XMPNSN	Perf Mid Part Nom Sing Neut
XMPNSN	Perf Mid Part Nom Sing Neut
XMPVPM	Perf Mid Part Voc Plur Masc
XMPVSF	Perf Mid Part Voc Sing Fem
XMPVSM	Perf Mid Part Voc Sing Masc
XPD2S	Perf Pass Imperative 2nd Sing
XPD3P	Perf Pass Imperative 3rd Plur
XPI1P	Perf Pass Ind 1st Plur
XPI1P	Perf Pass Ind 1st Plur
XPI1P	Perf Pass Ind 1st Plur
XPI1S	Perf Pass Ind 1st Sing
XPI1S	Perf Pass Ind 1st Sing
XPI2P	Perf Pass Ind 2nd Plur
XPI2S	Perf Pass Ind 2nd Sing
XPI2S	Perf Pass Ind 2nd Sing
XPI2S	Perf Pass Ind 2nd Sing
XPI3P	Perf Pass Ind 3rd Plur
XPI3P	Perf Pass Ind 3rd Plur
XPI3P	Perf Pass Ind 3rd Plur
XPI3S	Perf Pass Ind 3rd Sing
XPI3S	Perf Pass Ind 3rd Sing
XPI3S	Perf Pass Ind 3rd Sing
XPI3S	Perf Pass Ind 3rd Sing
XPI3S	Perf Pass Ind 3rd Sing
XPI3S	Perf Pass Ind 3rd Sing
