lxx.V.AAD2S	<null>	verb, Aor Act Imperative 2nd Sing
lxx.V.AAD3P	<null>	verb, Aor Act Imperative 3rd Plur
lxx.V.AAD3S	<null>	verb, Aor Act Imperative 3rd Sing
lxx.V.AAI1P	<null>	verb, Aor Act Ind 1st Plur
lxx.V.AAI1S	<null>	verb, Aor Act Ind 1st Sing
lxx.V.AAI2P	<null>	verb, Aor Act Ind 2nd Plur
lxx.V.AAI2S	<null>	verb, Aor Act Ind 2nd Sing
lxx.V.AAI3P	<null>	verb, Aor Act Ind 3rd Plur
lxx.V.AAI3S	<null>	verb, Aor Act Ind 3rd Sing
lxx.V.AAN	<null>	verb, Aor Act Infin
lxx.V.AAO1P	<null>	verb, Aor Act Opt 1st Plur
lxx.V.AAO1S	<null>	verb, Aor Act Opt 1st Sing
lxx.V.AAO2P	<null>	verb, Aor Act Opt 2nd Plur
lxx.V.AAO2S	<null>	verb, Aor Act Opt 2nd Sing
lxx.V.AAO3P	<null>	verb, Aor Act Opt 3rd Plur
lxx.V.AAO3S	<null>	verb, Aor Act Opt 3rd Sing
lxx.V.AAP3S	<null>	verb, Aor Act Part 3rd Sing
lxx.V.AAPAPF	<null>	verb, Aor Act Part Acc Plur Fem
lxx.V.AAPAPM	<null>	verb, Aor Act Part Acc Plur Masc
lxx.V.AAPAPN	<null>	verb, Aor Act Part Acc Plur Neut
lxx.V.AAPASF	<null>	verb, Aor Act Part Acc Sing Fem
lxx.V.AAPASM	<null>	verb, Aor Act Part Acc Sing Masc
lxx.V.AAPASN	<null>	verb, Aor Act Part Acc Sing Neut
lxx.V.AAPDPF	<null>	verb, Aor Act Part Dat Plur Fem
lxx.V.AAPDPM	<null>	verb, Aor Act Part Dat Plur Masc
lxx.V.AAPDPN	<null>	verb, Aor Act Part Dat Plur Neut
lxx.V.AAPDSF	<null>	verb, Aor Act Part Dat Sing Fem
lxx.V.AAPDSM	<null>	verb, Aor Act Part Dat Sing Masc
lxx.V.AAPGPF	<null>	verb, Aor Act Part Gen Plur Fem
lxx.V.AAPGPM	<null>	verb, Aor Act Part Gen Plur Masc
lxx.V.AAPGPN	<null>	verb, Aor Act Part Gen Plur Neut
lxx.V.AAPGSF	<null>	verb, Aor Act Part Gen Sing Fem
lxx.V.AAPGSM	<null>	verb, Aor Act Part Gen Sing Masc
lxx.V.AAPGSN	<null>	verb, Aor Act Part Gen Sing Neut
lxx.V.AAPNPF	<null>	verb, Aor Act Part Nom Plur Fem
lxx.V.AAPNPM	<null>	verb, Aor Act Part Nom Plur Masc
lxx.V.AAPNPN	<null>	verb, Aor Act Part Nom Plur Neut
lxx.V.AAPNSF	<null>	verb, Aor Act Part Nom Sing Fem
lxx.V.AAPNSM	<null>	verb, Aor Act Part Nom Sing Masc
lxx.V.AAPNSN	<null>	verb, Aor Act Part Nom Sing Neut
lxx.V.AAPVSF	<null>	verb, Aor Act Part Voc Sing Fem
lxx.V.AAS	<null>	verb, Aor Act Subj
lxx.V.AAS1P	<null>	verb, Aor Act Subj 1st Plur
lxx.V.AAS1S	<null>	verb, Aor Act Subj 1st Sing
lxx.V.AAS2P	<null>	verb, Aor Act Subj 2nd Plur
lxx.V.AAS2S	<null>	verb, Aor Act Subj 2nd Sing
lxx.V.AAS3P	<null>	verb, Aor Act Subj 3rd Plur
lxx.V.AAS3S	<null>	verb, Aor Act Subj 3rd Sing
lxx.V.AI3P	<null>	verb, Fut Act Ind 3rd Plur
lxx.V.AMD2P	<null>	verb, Aor Mid Imperative 2nd Plur
lxx.V.AMD2S	<null>	verb, Aor Mid Imperative 2nd Sing
lxx.V.AMD3P	<null>	verb, Aor Mid Imperative 3rd Plur
lxx.V.AMD3S	<null>	verb, Aor Mid Imperative 3rd Sing
lxx.V.AMI1P	<null>	verb, Aor Mid Ind 1st Plur
lxx.V.AMI1S	<null>	verb, Aor Mid Ind 1st Sing
lxx.V.AMI2P	<null>	verb, Aor Mid Ind 2nd Plur
lxx.V.AMI2S	<null>	verb, Aor Mid Ind 2nd Sing
lxx.V.AMI3P	<null>	verb, Aor Mid Ind 3rd Plur
lxx.V.AMI3S	<null>	verb, Aor Mid Ind 3rd Sing
lxx.V.AMN	<null>	verb, Aor Mid Infin
lxx.V.AMO1P	<null>	verb, Aor Mid Opt 1st Plur
lxx.V.AMO1S	<null>	verb, Aor Mid Opt 1st Sing
lxx.V.AMO2S	<null>	verb, Aor Mid Opt 2nd Sing
lxx.V.AMO3P	<null>	verb, Aor Mid Opt 3rd Plur
lxx.V.AMO3S	<null>	verb, Aor Mid Opt 3rd Sing
lxx.V.AMP	<null>	verb, Aor Mid Part
lxx.V.AMPAPF	<null>	verb, Aor Mid Part Acc Plur Fem
lxx.V.AMPAPM	<null>	verb, Aor Mid Part Acc Plur Masc
lxx.V.AMPAPN	<null>	verb, Aor Mid Part Acc Plur Neut
lxx.V.AMPASF	<null>	verb, Aor Mid Part Acc Sing Fem
lxx.V.AMPASM	<null>	verb, Aor Mid Part Acc Sing Masc
lxx.V.AMPASN	<null>	verb, Aor Mid Part Acc Sing Neut
lxx.V.AMPDPM	<null>	verb, Aor Mid Part Dat Plur Masc
lxx.V.AMPDSM	<null>	verb, Aor Mid Part Dat Sing Masc
lxx.V.AMPGPF	<null>	verb, Aor Mid Part Gen Plur Fem
lxx.V.AMPGPM	<null>	verb, Aor Mid Part Gen Plur Masc
lxx.V.AMPGPN	<null>	verb, Aor Mid Part Gen Plur Neut
lxx.V.AMPGSF	<null>	verb, Aor Mid Part Gen Sing Fem
lxx.V.AMPGSM	<null>	verb, Aor Mid Part Gen Sing Masc
lxx.V.AMPGSN	<null>	verb, Aor Mid Part Gen Sing Neut
lxx.V.AMPNPF	<null>	verb, Aor Mid Part Nom Plur Fem
lxx.V.AMPNPM	<null>	verb, Aor Mid Part Nom Plur Masc
lxx.V.AMPNPN	<null>	verb, Aor Mid Part Nom Plur Neut
lxx.V.AMPNSF	<null>	verb, Aor Mid Part Nom Sing Fem
lxx.V.AMPNSM	<null>	verb, Aor Mid Part Nom Sing Masc
lxx.V.AMPNSN	<null>	verb, Aor Mid Part Nom Sing Neut
lxx.V.AMS1P	<null>	verb, Aor Mid Subj 1st Plur
lxx.V.AMS1S	<null>	verb, Aor Mid Subj 1st Sing
lxx.V.AMS2P	<null>	verb, Aor Mid Subj 2nd Plur
lxx.V.AMS2S	<null>	verb, Aor Mid Subj 2nd Sing
lxx.V.AMS3P	<null>	verb, Aor Mid Subj 3rd Plur
lxx.V.AMS3S	<null>	verb, Aor Mid Subj 3rd Sing
lxx.V.APD2P	<null>	verb, Aor Pass Imperative 2nd Plur
lxx.V.APD2S	<null>	verb, Aor Pass Imperative 2nd Sing
lxx.V.APD3P	<null>	verb, Aor Pass Imperative 3rd Plur
lxx.V.APD3S	<null>	verb, Aor Pass Imperative 3rd Sing
lxx.V.API1P	<null>	verb, Aor Pass Ind 1st Plur
lxx.V.API1S	<null>	verb, Aor Pass Ind 1st Sing
lxx.V.API2P	<null>	verb, Aor Pass Ind 2nd Plur
lxx.V.API2S	<null>	verb, Aor Pass Ind 2nd Sing
