Gen.1.1	1
Gen.1.2	11
Gen.1.3	30
Gen.1.4	39
Gen.1.5	60
Gen.1.6	80
Gen.1.7	101
Gen.1.8	129
Gen.1.9	150
Gen.1.10	187
Gen.1.11	207
Gen.1.12	242
Gen.1.13	277
Gen.1.14	285
Gen.1.15	324
Gen.1.16	341
Gen.1.17	370
Gen.1.18	385
Gen.1.19	409
Gen.1.20	417
Gen.1.21	441
Gen.1.22	473
Gen.1.23	496
Gen.1.24	504
Gen.1.25	527
Gen.1.26	557
Gen.1.27	596
Gen.1.28	612
Gen.1.29	656
Gen.1.30	688
Gen.1.31	722
Gen.2.1	742
Gen.2.2	754
Gen.2.3	781
Gen.2.4	806
Gen.2.5	825
Gen.2.6	857
Gen.2.7	870
Gen.2.8	895
Gen.2.9	912
Gen.2.10	947
Gen.2.11	960
Gen.2.12	976
Gen.2.13	993
Gen.2.14	1007
Gen.2.15	1025
Gen.2.16	1044
Gen.2.17	1061
Gen.2.18	1083
Gen.2.19	1099
Gen.2.20	1140
Gen.2.21	1167
Gen.2.22	1188
Gen.2.23	1208
Gen.2.24	1234
Gen.2.25	1258
Gen.3.1	1273
Gen.3.2	1311
Gen.3.3	1323
Gen.3.4	1348
Gen.3.5	1357
Gen.3.6	1381
Gen.3.7	1418
Gen.3.8	1437
Gen.3.9	1470
Gen.3.10	1483
Gen.3.11	1501
Gen.3.12	1524
Gen.3.13	1542
Gen.3.14	1562
Gen.3.15	1602
Gen.3.16	1634
Gen.3.17	1663
Gen.3.18	1705
Gen.3.19	1716
Gen.3.20	1742
Gen.3.21	1757
Gen.3.22	1773
Gen.3.23	1808
Gen.3.24	1825
Gen.4.1	1854
Gen.4.2	1873
Gen.4.3	1892
Gen.4.4	1906
Gen.4.5	1933
Gen.4.6	1952
Gen.4.7	1970
Gen.4.8	1989
Gen.4.9	2021
Gen.4.10	2045
Gen.4.11	2062
Gen.4.12	2084
Gen.4.13	2103
Gen.4.14	2116
Gen.4.15	2146
Gen.4.16	2177
Gen.4.17	2191
Gen.4.18	2217
Gen.4.19	2237
Gen.4.20	2252
Gen.4.21	2265
Gen.4.22	2278
Gen.4.23	2296
Gen.4.24	2326
Gen.4.25	2336
Gen.4.26	2366
Gen.5.1	2385
Gen.5.2	2402
Gen.5.3	2420
Gen.5.4	2444
Gen.5.5	2462
Gen.5.6	2476
Gen.5.7	2487
Gen.5.8	2505
Gen.5.9	2517
Gen.5.10	2527
Gen.5.11	2546
Gen.5.12	2558
Gen.5.13	2568
Gen.5.14	2586
Gen.5.15	2598
Gen.5.16	2610
Gen.5.17	2628
Gen.5.18	2641
Gen.5.19	2653
Gen.5.20	2669
Gen.5.21	2682
Gen.5.22	2694
Gen.5.23	2712
Gen.5.24	2722
Gen.5.25	2735
Gen.5.26	2747
Gen.5.27	2764
Gen.5.28	2779
Gen.5.29	2789
Gen.5.30	2819
Gen.5.31	2838
Gen.5.32	2851
Gen.6.1	2867
Gen.6.2	2882
Gen.6.3	2902
Gen.6.4	2933
Gen.6.5	2973
Gen.6.6	3002
Gen.6.7	3015
Gen.6.8	3045
Gen.6.9	3053
Gen.6.10	3071
Gen.6.11	3082
Gen.6.12	3094
Gen.6.13	3114
Gen.6.14	3141
Gen.6.15	3160
Gen.6.16	3182
Gen.6.17	3206
Gen.6.18	3235
Gen.6.19	3264
Gen.6.20	3299
Gen.6.21	3340
Gen.6.22	3360
Gen.7.1	3372
Gen.7.2	3399
Gen.7.3	3425
Gen.7.4	3456
Gen.7.5	3482
Gen.7.6	3492
Gen.7.7	3505
Gen.7.8	3532
Gen.7.9	3558
Gen.7.10	3574
