10O	19	43
10O	20	18
10O	20	19
10O	20	19
10O	22	38
10O	22	39
10O	22	39
10O	23	5
10O	23	6
10O	23	6
10O	23	8
10O	23	8
10O	23	14
10O	23	14
10O	23	15
10O	23	24
11O	2	35
11O	2	35
11O	2	35
11O	2	35
11O	2	35
11O	2	35
11O	2	35
11O	2	35
11O	2	35
11O	2	46
11O	2	46
11O	2	46
11O	2	46
11O	2	46
11O	3	1
11O	3	1
11O	3	1
11O	3	4
11O	3	5
11O	3	5
11O	4	17
11O	4	17
11O	4	19
11O	4	20
11O	4	21
11O	4	21
11O	4	21
11O	4	22
11O	4	23
11O	4	24
11O	4	24
11O	4	25
11O	4	26
11O	4	27
11O	4	28
11O	4	29
11O	4	30
11O	4	31
11O	4	32
11O	4	33
11O	4	34
11O	4	34
11O	4	34
11O	5	1
11O	5	2
11O	5	3
11O	5	4
11O	5	5
11O	5	6
11O	5	7
11O	5	8
11O	5	9
11O	5	10
11O	5	11
11O	5	12
11O	5	13
11O	5	14
11O	5	15
11O	5	16
11O	5	17
11O	5	18
11O	5	18
11O	6	3
11O	6	11
11O	6	12
11O	6	13
11O	6	14
11O	6	18
11O	6	36
11O	6	36
11O	6	37
11O	6	38
11O	7	1
11O	7	1
11O	7	2
11O	7	3
11O	7	4
11O	7	5
11O	7	6
11O	7	7
11O	7	8
11O	7	9
11O	7	10
11O	7	11
11O	7	12
11O	7	13
11O	7	14
11O	7	15
11O	7	16
11O	7	17
11O	7	18
11O	7	19
11O	7	20
11O	7	21
11O	7	22
11O	7	23
11O	7	24
11O	7	25
11O	7	26
11O	7	27
11O	7	28
11O	7	29
11O	7	30
11O	7	31
11O	7	32
11O	7	33
11O	7	34
11O	7	35
11O	7	36
11O	7	36
11O	7	37
11O	7	38
11O	7	39
11O	7	40
11O	7	41
11O	7	42
11O	7	43
11O	7	44
11O	7	45
11O	7	46
11O	7	47
11O	7	48
11O	7	49
11O	7	50
11O	7	51
11O	8	12
11O	8	13
11O	9	15
11O	9	15
11O	9	16
11O	9	17
11O	9	17
11O	9	17
11O	9	18
11O	9	18
11O	9	18
11O	9	19
11O	9	20
11O	9	21
11O	9	22
11O	9	23
11O	9	24
11O	9	24
11O	9	25
11O	11	1
11O	11	3
11O	11	5
11O	11	5
11O	11	6
11O	11	7
11O	11	8
11O	11	14
11O	11	23
11O	11	24
11O	11	25
11O	11	25
11O	11	39
11O	11	43
11O	12	2
11O	12	17
11O	12	24
11O	12	24
11O	12	24
11O	12	24
11O	12	24
11O	12	24
11O	12	24
11O	12	24
11O	12	24
11O	12	24
11O	12	24
11O	12	24
11O	12	24
11O	12	24
11O	12	24
11O	12	24
11O	12	24
11O	12	24
11O	12	24
11O	12	24
11O	13	27
11O	14	1
11O	14	2
11O	14	3
11O	14	4
11O	14	4
11O	14	5
11O	14	6
11O	14	7
11O	14	8
11O	14	9
11O	14	10
11O	14	11
11O	14	12
11O	14	13
11O	14	14
11O	14	15
11O	14	16
11O	14	17
11O	14	18
11O	14	19
11O	14	20
11O	15	6
11O	15	32
11O	16	28
11O	16	28
11O	16	28
11O	16	28
11O	16	28
11O	18	30
11O	18	30
11O	18	32
11O	20	1
11O	20	2
11O	20	3
11O	20	4
11O	20	5
11O	20	6
11O	20	7
11O	20	8
11O	20	9
11O	20	10
11O	20	11
11O	20	12
11O	20	13
11O	20	14
11O	20	15
11O	20	16
11O	20	17
11O	20	18
11O	20	19
11O	20	20
11O	20	21
11O	20	22
11O	20	23
11O	20	24
11O	20	25
11O	20	26
11O	20	27
11O	20	28
11O	20	29
11O	20	30
11O	20	31
11O	20	32
11O	20	33
11O	20	34
11O	20	35
11O	20	36
11O	20	37
11O	20	38
11O	20	39
11O	20	40
11O	20	41
11O	20	42
11O	20	43
11O	21	1
11O	21	2
11O	21	3
11O	21	4
11O	21	5
11O	21	6
11O	21	7
11O	21	8
11O	21	9
11O	21	10
11O	21	11
11O	21	12
11O	21	13
11O	21	14
11O	21	15
11O	21	16
11O	21	17
11O	21	18
11O	21	19
11O	21	20
11O	21	21
11O	21	22
11O	21	23
11O	21	24
11O	21	25
11O	21	26
11O	21	27
11O	21	28
11O	21	29
11O	22	43
11O	22	43
11O	22	44
11O	22	45
11O	22	46
11O	22	47
11O	22	47
11O	22	48
11O	22	49
11O	22	50
11O	22	51
11O	22	52
11O	22	53
12O	1	18
12O	1	18
12O	1	18
12O	1	18
12O	1	18
12O	4	24
12O	4	24
12O	4	25
12O	5	17
12O	5	18
12O	5	18
12O	11	21
12O	12	1
12O	12	2
12O	12	3
12O	12	4
12O	12	5
12O	12	6
12O	12	7
12O	12	8
12O	12	9
12O	12	10
12O	12	11
12O	12	12
12O	12	13
12O	12	14
12O	12	15
12O	12	16
12O	12	17
12O	12	18
12O	12	19
12O	12	20
12O	12	21
13O	1	11
13O	1	12
13O	1	13
13O	1	14
13O	1	15
13O	1	16
13O	1	18
13O	1	19
13O	1	20
13O	1	21
13O	1	22
13O	1	23
13O	2	9
13O	2	10
13O	2	10
13O	5	4
13O	5	4
13O	5	5
13O	5	5
13O	5	6
13O	5	14
13O	5	14
13O	5	15
13O	6	1
13O	6	2
13O	6	3
13O	6	4
13O	6	5
13O	6	6
13O	6	7
13O	6	8
13O	6	9
13O	6	10
13O	6	11
13O	6	12
13O	6	13
13O	6	14
13O	6	15
13O	6	16
13O	6	17
13O	6	18
13O	6	19
13O	6	20
13O	6	21
13O	6	22
13O	6	23
13O	6	24
13O	6	25
13O	6	26
13O	6	27
13O	6	28
13O	6	29
13O	6	30
13O	6	31
13O	6	32
13O	6	33
13O	6	34
13O	6	35
13O	6	36
13O	6	37
13O	6	38
13O	6	39
13O	6	40
13O	6	41
13O	6	42
13O	6	43
13O	6	44
13O	6	45
13O	6	46
13O	6	47
13O	6	48
13O	6	49
13O	6	50
13O	6	51
13O	6	52
13O	6	53
13O	6	54
13O	6	55
13O	6	56
13O	6	57
13O	6	58
13O	6	59
13O	6	60
13O	6	61
13O	6	62
13O	6	63
13O	6	64
13O	6	65
13O	6	66
13O	6	67
13O	6	68
13O	6	69
13O	6	70
13O	6	71
13O	6	72
13O	6	73
13O	6	74
13O	6	75
13O	6	76
13O	6	77
13O	6	78
13O	6	79
13O	6	80
13O	6	81
13O	12	4
13O	12	4
13O	12	5
13O	12	6
13O	12	7
13O	12	8
13O	12	9
13O	12	10
13O	12	11
13O	12	12
13O	12	13
13O	12	14
13O	12	15
13O	12	16
13O	12	17
13O	12	18
13O	12	19
13O	12	20
13O	12	21
13O	12	22
13O	12	23
13O	12	24
13O	12	25
13O	12	26
13O	12	27
13O	12	28
13O	12	29
13O	12	30
13O	12	31
13O	12	32
13O	12	33
13O	12	34
13O	12	35
13O	12	36
13O	12	37
13O	12	38
13O	12	39
13O	12	40
13O	16	24
13O	27	4
13O	27	5
13O	27	5
14O	2	1
14O	2	2
14O	2	3
14O	2	4
14O	2	5
14O	2	6
14O	2	7
14O	2	8
14O	2	9
14O	2	10
14O	2	11
14O	2	12
14O	2	13
14O	2	14
14O	2	15
14O	2	16
14O	2	17
14O	2	18
14O	8	7
14O	8	7
14O	8	8
14O	11	22
14O	11	23
14O	11	23
14O	14	1
14O	14	2
14O	14	3
14O	14	4
14O	14	5
14O	14	6
14O	14	7
14O	14	8
14O	14	9
14O	14	10
14O	14	11
14O	14	12
14O	14	13
14O	14	14
14O	14	15
14O	20	35
14O	20	35
14O	20	36
14O	27	8
14O	29	9
14O	29	9
14O	29	10
14O	30	18
14O	30	18
14O	30	19
14O	32	4
14O	32	5
14O	32	5
14O	35	19
14O	35	19
14O	35	19
14O	35	19
14O	35	19
14O	36	2
14O	36	2
14O	36	2
14O	36	2
14O	36	4
14O	36	4
14O	36	5
14O	36	5
14O	36	5
14O	36	5
14O	36	5
15O	5	11
15O	5	12
15O	5	12
16O	1	1
16O	1	2
16O	1	3
16O	1	4
16O	1	5
16O	1	6
16O	1	7
16O	1	8
16O	1	9
16O	1	10
16O	1	11
16O	2	1
16O	2	2
16O	2	3
16O	2	4
16O	2	5
16O	2	6
16O	2	7
16O	2	8
16O	2	9
16O	2	10
16O	2	11
16O	2	12
16O	2	13
16O	2	14
16O	2	15
16O	2	16
16O	2	17
16O	2	18
16O	2	19
16O	2	20
16O	3	1
16O	3	2
16O	3	3
16O	3	4
16O	3	5
16O	3	6
16O	3	7
16O	3	8
16O	3	9
16O	3	10
16O	3	11
16O	3	12
16O	3	13
16O	3	14
16O	3	15
16O	3	16
16O	3	17
16O	3	18
16O	3	19
16O	3	20
16O	3	21
16O	3	22
16O	3	23
16O	3	24
16O	3	25
16O	3	26
16O	3	27
16O	3	28
16O	3	29
16O	3	30
16O	3	31
16O	3	32
16O	4	1
16O	4	2
16O	4	2
16O	4	3
16O	4	4
16O	4	5
16O	4	6
16O	4	7
16O	4	8
16O	4	9
16O	4	10
16O	4	11
16O	4	12
16O	4	13
16O	4	14
16O	4	15
16O	4	16
16O	4	17
16O	4	18
16O	4	19
16O	4	20
16O	4	21
16O	4	22
16O	4	23
16O	5	1
16O	5	2
16O	5	3
16O	5	4
16O	5	5
16O	5	6
16O	5	7
16O	5	8
16O	5	9
16O	5	10
16O	5	11
16O	5	12
16O	5	13
16O	5	14
16O	5	15
16O	5	16
16O	5	17
16O	5	18
16O	5	19
16O	6	1
16O	6	2
16O	6	3
16O	6	4
16O	6	5
16O	6	6
16O	6	6
16O	6	7
16O	6	8
16O	6	9
16O	6	10
16O	6	11
16O	6	12
16O	6	13
16O	6	14
16O	6	15
16O	6	16
16O	6	17
16O	6	18
16O	6	19
16O	7	1
16O	7	2
16O	7	3
16O	7	4
16O	7	5
16O	7	6
16O	7	7
16O	7	8
16O	7	9
16O	7	10
16O	7	11
16O	7	12
16O	7	13
16O	7	14
16O	7	15
16O	7	16
16O	7	17
16O	7	18
16O	7	19
16O	7	20
16O	7	21
16O	7	22
16O	7	23
16O	7	24
16O	7	25
16O	7	26
16O	7	27
16O	7	28
16O	7	29
16O	7	30
16O	7	31
16O	7	32
16O	7	33
16O	7	34
16O	7	35
16O	7	36
16O	7	37
16O	7	38
16O	7	39
16O	7	40
16O	7	41
16O	7	42
16O	7	43
16O	7	44
16O	7	45
16O	7	46
16O	7	47
16O	7	48
16O	7	49
16O	7	50
16O	7	51
16O	7	52
16O	7	53
16O	7	54
16O	7	55
16O	7	56
16O	7	57
16O	7	58
16O	7	59
16O	7	60
16O	7	61
16O	7	62
16O	7	63
16O	7	64
16O	7	65
16O	7	66
16O	7	67
16O	7	68
16O	7	69
16O	7	70
16O	7	71
16O	7	72
16O	7	73
16O	8	1
16O	8	2
16O	8	3
16O	8	4
16O	8	5
16O	8	6
16O	8	7
16O	8	8
16O	8	9
16O	8	10
16O	8	11
16O	8	12
16O	8	13
16O	8	14
16O	8	15
16O	8	16
16O	8	17
16O	8	18
16O	9	1
16O	9	2
16O	9	3
16O	9	4
16O	9	5
16O	9	6
16O	9	7
16O	9	8
16O	9	9
16O	9	10
16O	9	11
16O	9	12
16O	9	13
16O	9	14
16O	9	15
16O	9	16
16O	9	17
16O	9	18
16O	9	19
16O	9	20
16O	9	21
16O	9	22
16O	9	23
16O	9	24
16O	9	25
16O	9	26
16O	9	27
16O	9	28
16O	9	29
16O	9	30
16O	9	31
16O	9	32
16O	9	33
16O	9	34
16O	9	35
16O	9	36
16O	9	37
16O	9	38
16O	10	1
16O	10	2
16O	10	3
16O	10	4
16O	10	5
16O	10	6
16O	10	7
16O	10	8
16O	10	9
16O	10	10
16O	10	11
16O	10	12
16O	10	13
16O	10	14
16O	10	15
16O	10	16
16O	10	17
16O	10	18
16O	10	19
16O	10	20
16O	10	21
16O	10	22
16O	10	23
16O	10	24
16O	10	25
16O	10	26
16O	10	27
16O	10	28
16O	10	29
16O	10	30
16O	10	31
16O	10	32
16O	10	33
16O	10	34
16O	10	35
16O	10	36
16O	10	37
16O	10	38
16O	10	39
16O	11	1
16O	11	2
16O	11	3
16O	11	4
16O	11	5
16O	11	6
16O	11	7
16O	11	8
16O	11	9
16O	11	10
16O	11	11
16O	11	12
16O	11	13
16O	11	14
16O	11	15
16O	11	16
16O	11	17
16O	11	18
16O	11	19
16O	11	20
16O	11	21
16O	11	22
16O	11	23
16O	11	24
16O	11	25
16O	11	26
16O	11	27
16O	11	28
16O	11	29
16O	11	30
16O	11	31
16O	11	32
16O	11	33
16O	11	34
16O	11	35
16O	11	36
16O	12	1
16O	12	2
16O	12	3
16O	12	4
16O	12	5
16O	12	6
16O	12	7
16O	12	8
16O	12	9
16O	12	10
16O	12	11
16O	12	12
16O	12	13
16O	12	14
16O	12	15
16O	12	16
16O	12	17
16O	12	18
16O	12	19
16O	12	20
16O	12	21
16O	12	22
16O	12	23
16O	12	24
16O	12	25
16O	12	26
16O	12	27
16O	12	28
16O	12	29
16O	12	30
16O	12	31
16O	12	32
16O	12	33
16O	12	34
16O	12	35
16O	12	36
16O	12	37
16O	12	38
16O	12	39
16O	12	40
16O	12	41
16O	12	42
16O	12	43
16O	12	44
16O	12	45
16O	12	46
16O	12	47
16O	13	1
16O	13	2
16O	13	3
16O	13	4
16O	13	5
16O	13	6
16O	13	7
16O	13	8
16O	13	9
16O	13	10
16O	13	11
16O	13	12
16O	13	13
16O	13	14
16O	13	15
16O	13	16
16O	13	17
16O	13	18
16O	13	19
16O	13	20
16O	13	21
16O	13	22
16O	13	23
16O	13	24
16O	13	25
16O	13	26
16O	13	27
16O	13	28
16O	13	29
16O	13	30
16O	13	31
17O	1	17
17O	1	17
17O	1	18
17O	4	6
17O	5	1
17O	5	2
17O	9	1
17O	9	1
17O	9	2
17O	9	5
17O	9	16
17O	9	17
17O	9	17
17O	9	27
17O	9	28
17O	9	28
17O	9	30
17O	9	31
17O	9	31
17O	9	32
18O	1	20
18O	1	21
18O	1	21
18O	2	9
18O	2	9
18O	2	9
18O	2	9
18O	2	9
18O	2	9
18O	3	5
18O	3	5
18O	3	6
18O	3	22
18O	3	22
18O	3	23
18O	12	5
18O	12	6
18O	12	6
18O	15	23
18O	15	24
18O	15	24
18O	16	9
18O	16	9
18O	16	10
18O	17	1
18O	17	2
18O	17	2
18O	18	11
18O	18	12
18O	18	12
18O	19	4
18O	19	4
18O	19	25
18O	19	25
18O	19	26
18O	23	10
18O	23	10
18O	23	11
18O	23	14
18O	23	15
18O	23	15
18O	24	19
18O	24	19
18O	24	20
18O	28	24
18O	28	25
18O	28	25
18O	30	4
18O	30	5
18O	30	5
18O	31	19
18O	31	19
18O	31	20
18O	31	36
18O	31	37
18O	31	37
18O	32	13
18O	32	13
18O	32	14
18O	32	17
18O	32	17
18O	32	18
18O	33	14
18O	33	14
18O	33	15
18O	36	18
18O	36	18
18O	36	19
18O	36	28
18O	36	28
18O	36	28
18O	39	21
18O	39	21
18O	39	22
18O	39	27
18O	39	28
18O	39	28
18O	41	1
18O	41	2
18O	41	3
18O	41	4
18O	41	5
18O	41	6
18O	41	7
18O	41	8
18O	41	9
18O	41	10
18O	41	11
18O	41	12
18O	41	13
18O	41	14
18O	41	15
18O	41	16
18O	41	17
18O	41	18
18O	41	19
18O	41	20
18O	41	21
18O	41	22
18O	41	23
18O	41	24
18O	41	25
18O	41	26
18O	41	27
18O	41	28
18O	41	29
18O	41	30
18O	41	31
18O	41	32
18O	41	33
18O	41	34
18O	42	17
18O	42	17
18O	42	17
18O	42	17
18O	42	17
18O	42	17
19O	3	1
19O	3	1
19O	3	2
19O	3	3
19O	3	4
19O	3	5
19O	3	6
19O	3	7
19O	3	8
19O	4	1
19O	4	1
19O	4	2
19O	4	3
19O	4	4
19O	4	5
19O	4	6
19O	4	7
19O	4	8
19O	5	1
19O	5	1
19O	5	2
19O	5	3
19O	5	4
19O	5	5
19O	5	6
19O	5	7
19O	5	8
19O	5	9
19O	5	10
19O	5	11
19O	5	12
19O	6	1
19O	6	1
19O	6	2
19O	6	3
19O	6	4
19O	6	5
19O	6	6
19O	6	7
19O	6	8
19O	6	9
19O	6	10
19O	7	1
19O	7	1
19O	7	2
19O	7	3
19O	7	4
19O	7	5
19O	7	6
19O	7	7
19O	7	8
19O	7	9
19O	7	10
19O	7	11
19O	7	12
19O	7	13
19O	7	14
19O	7	15
19O	7	16
19O	7	17
19O	8	1
19O	8	1
19O	8	2
19O	8	3
19O	8	4
19O	8	5
19O	8	6
19O	8	7
19O	8	8
19O	8	9
19O	9	1
19O	9	1
19O	9	2
19O	9	3
19O	9	4
19O	9	5
19O	9	6
19O	9	7
19O	9	8
19O	9	9
19O	9	10
19O	9	11
19O	9	12
19O	9	13
19O	9	14
19O	9	15
19O	9	16
19O	9	17
19O	9	18
19O	9	19
19O	9	20
19O	10	1
19O	10	2
19O	10	3
19O	10	4
19O	10	5
19O	10	6
19O	10	7
19O	10	8
19O	10	9
19O	10	10
19O	10	11
19O	10	12
19O	10	13
19O	10	14
19O	10	15
19O	10	16
19O	10	17
19O	10	18
19O	11	1
19O	11	2
19O	11	3
19O	11	4
19O	11	5
19O	11	6
19O	11	7
19O	12	1
19O	12	1
19O	12	2
19O	12	3
19O	12	4
19O	12	5
19O	12	6
19O	12	7
19O	12	8
19O	13	1
19O	13	2
19O	13	3
19O	13	4
19O	13	5
19O	13	6
19O	14	1
19O	14	2
19O	14	3
19O	14	4
19O	14	5
19O	14	6
19O	14	7
19O	15	1
19O	15	2
19O	15	3
19O	15	4
19O	15	5
